idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
VC20230101034340;VICALVARO;3;16;3;S355;2023-01-01 02:05:00;AUTOVIA;M30;;
CO20230101022746;COLON;3;6;3;S308;2023-01-01 02:25:00;CALLE;GENOVA;7;28004
CO20230101025837;COLON;4;1;3;S350;2023-01-01 02:50:00;CALLE;CORREGIDOR SEÑOR DE LA ELIPA;1;28030
ES20230101033311;ESCUADRON;3;13;3;S357;2023-01-01 03:30:00;AVENIDA;ALFONSO XIII;33;28016
ES20230101053335;ESCUADRON;3;13;3;S354;2023-01-01 05:15:00;CALLE;PEÑA DE TREVINCA;;28018
CO20230101051926;COLON;3;8;3;S364;2023-01-01 05:15:00;CALLE;SAN AQUILINO;27;28029
ES20230101064726;ESCUADRON;3;13;3;S367;2023-01-01 06:00:00;CALLE;LOPE DE HARO;18;28039
CO20230101080649;COLON;3;54;1;S313;2023-01-01 08:04:00;PLAZA;CASCORRO;6;28005
PI20230101081059;PASEO IMPERIAL;3;7;1;S308;2023-01-01 08:09:00;PLAZA;CASCORRO;;28005
ES20230101081252;ESCUADRON;3;13;1;S350;2023-01-01 08:11:00;CALLE;CARABIAS;;28024
ES20230101082827;ESCUADRON;1;13;1;S369;2023-01-01 08:27:00;CALLE;VALDECANILLAS;;28037
CO20230101090933;COLON;3;6;1;S340;2023-01-01 09:00:00;AVENIDA;PABLO NERUDA;1;28038
ES20230101093355;ESCUADRON;1;13;1;S373;2023-01-01 09:33:00;CALLE;AVDA CIUDAD DE BARCELONA;;28007
VC20230101100229;VICALVARO;4;16;1;S343;2023-01-01 10:01:00;CALLE;DE LA SECOYA;3;28054
ES20230101100303;ESCUADRON;3;13;1;S317;2023-01-01 10:02:00;TRAVESIA;EDUARDO BARREIROS;;28041
CO20230101101454;COLON;3;7;1;S369;2023-01-01 10:07:00;PASEO;DEL PRADO;;28014
PI20230101103925;PASEO IMPERIAL;3;19;1;S323;2023-01-01 10:37:00;CALLE;ESCALONA;26;28024
ES20230101105827;ESCUADRON;3;13;1;S313;2023-01-01 10:57:00;CALLE;CONDE DE PEÑALVER;24;28006
ES20230101115309;ESCUADRON;3;24;1;S350;2023-01-01 11:51:00;AVENIDA;PORTUGAL;;28011
VC20230101120859;VICALVARO;3;28;1;S340;2023-01-01 12:07:00;PLAZA;ALCALDE MORENO TORRES;;28050
VC20230101130558;VICALVARO;4;7;1;S314;2023-01-01 13:04:00;CALLE;VIRGEN DE LLUCH;101;28027
PI20230101133403;PASEO IMPERIAL;3;12;1;S327;2023-01-01 13:29:00;CALLE; ALCALA;;28027
M320230101135059;MEDIODIA 3;3;46;1;S317;2023-01-01 13:49:00;CALLE;ARROYO DEL OLIVAR;;28053
ES20230101160855;ESCUADRON;3;13;2;S357;2023-01-01 16:07:00;CALLE;GOMEZ AVELLANEDA;0;28017
ES20230101162111;ESCUADRON;3;16;2;S308;2023-01-01 16:20:00;PLAZA;LEGAZPI;1;28045
RE20230101163008;EL RECUERDO;3;44;2;S306;2023-01-01 16:29:00;CALLE;C POETA JOAN MARAGALL;22;28020
CO20230101165805;COLON;3;44;2;S354;2023-01-01 16:56:00;AVENIDA;BRASILIA;37;28028
PI20230101184915;PASEO IMPERIAL;3;44;2;S326;2023-01-01 18:47:00;CALLE;NICOLÁS SÁNCHEZ;09675.1;28026
ES20230101190058;ESCUADRON;3;13;2;S308;2023-01-01 18:59:00;PARC;EUGENIA DE MONTIJO;78;28047
PI20230101194041;PASEO IMPERIAL;3;44;2;S332;2023-01-01 19:39:00;CALLE;JASPE;28;28026
PI20230101194238;PASEO IMPERIAL;3;6;2;S331;2023-01-01 19:41:00;CALLE;FUENLABRADA;6;28019
CO20230101194927;COLON;3;44;2;S343;2023-01-01 19:48:00;CALLE;FUENTE DE SAN PEDRO;4;28032
CO20230101200750;COLON;3;44;2;S302;2023-01-01 20:06:00;CALLE;BARCELO;0;28004
PI20230101202337;PASEO IMPERIAL;3;6;2;S346;2023-01-01 20:22:00;CALLE;CAMARENA;75;28047
ES20230101203146;ESCUADRON;4;13;2;S340;2023-01-01 20:30:00;CALLE;FRANCISCO SILVELA;104;28002
RE20230101210701;EL RECUERDO;3;44;2;S312;2023-01-01 21:05:00;CALLE;PEÑA CERVERA;47;28038
VC20230101211706;VICALVARO;3;14;2;S324;2023-01-01 21:16:00;CALLE;DE LA VIA;24;28100
PI20230101213022;PASEO IMPERIAL;3;6;2;S326;2023-01-01 21:29:00;CALLE;DEL PLATANO;0;28029
CO20230101214318;COLON;3;7;2;S370;2023-01-01 21:42:00;CALLE;PRIMITIVO GAÑAN;9;2356
PI20230101214749;PASEO IMPERIAL;3;13;2;S331;2023-01-01 21:46:00;AVENIDA;BUENOS AIRES;0;28038
VC20230101230954;VICALVARO;3;14;3;S346;2023-01-01 23:09:00;CALLE;CONCORDIA;12;28053
CO20230101232755;COLON;3;4;3;S302;2023-01-01 23:27:00;CALLE;PUERTO DE ALAZORES;6;28031
M320230102000313;MEDIODIA 3;3;14;3;S350;2023-01-02 00:00:00;CALLE;OLIVA DE PLASENCIA;2;28044
M320230102004412;MEDIODIA 3;3;14;3;S355;2023-01-02 00:43:00;CALLE;PLANETA TIERRA;;28045
M320230102012818;MEDIODIA 3;3;14;3;S364;2023-01-02 01:25:00;CALLE;HOSPITAL DOCE DE OCTUBRE  URGENCIAS;0;
VC20230102025526;VICALVARO;3;57;3;S369;2023-01-02 02:45:00;PLAZA;CIBELES;;28014
RE20230102043923;EL RECUERDO;3;46;3;S357;2023-01-02 04:38:00;CALLE;CHIMA;6;28033
CO20230102051616;COLON;3;46;3;S370;2023-01-02 05:10:00;AVENIDA;NUESTRA SEÑORA DE FATIMA;;28047
CO20230102062543;COLON;3;14;3;S367;2023-01-02 06:10:00;CALLE;CARLOS MARTIN ALVAREZ;82;28053
VC20230102083449;VICALVARO;3;28;1;S215;2023-01-02 07:25:00;PASEO;DE EXTREMADURA;151;28024
CO20230102075422;COLON;3;6;1;S364;2023-01-02 07:53:00;CALLE;BALANDRO;39;28042
PI20230102085733;PASEO IMPERIAL;3;7;1;S320;2023-01-02 08:55:00;CALLE;CAMINO DE LAS CRUCES;;0    
PI20230102090220;PASEO IMPERIAL;3;7;1;S317;2023-01-02 08:55:00;CALLE;CAMINO DE LAS CRUCES;1;0    
PI20230102090926;PASEO IMPERIAL;3;6;1;S334;2023-01-02 09:00:00;CALLE;MANUEL;;28015
VC20230102092415;VICALVARO;3;14;1;S370;2023-01-02 09:05:00;CALLE;AMPOSTA;0;28037
CO20230102090824;COLON;3;6;1;S304;2023-01-02 09:05:00;CALLE;SANTISIMA TRINIDAD;14;0    
CO20230102091743;COLON;3;7;1;S340;2023-01-02 09:15:00;CALLE;LOS ARAGONESES;SN;28018
CO20230102092108;COLON;4;7;1;S327;2023-01-02 09:19:00;CAMINO;DE LAS CRUCES;4;28044
CO20230102093639;COLON;3;7;1;S346;2023-01-02 09:35:00;CALLE;BARCO;20;28004
PI20230102100023;PASEO IMPERIAL;3;7;1;S339;2023-01-02 09:40:00;CALLE;CAMINO DE LAS CRUCES;;0    
CO20230102095951;COLON;3;7;1;S357;2023-01-02 09:45:00;CALLE;CONDESA VEGA DEL POZO;29;28032
PI20230102101115;PASEO IMPERIAL;3;31;1;S333;2023-01-02 09:45:00;CALLE;BEASAIN;35;28041
PI20230102095637;PASEO IMPERIAL;3;7;1;S319;2023-01-02 09:50:00;PASEO;CHOPERA;41;28045
PI20230102101309;PASEO IMPERIAL;3;31;1;S338;2023-01-02 10:05:00;CALLE;BEASAIN;35;28041
PI20230102101903;PASEO IMPERIAL;3;31;1;S313;2023-01-02 10:08:00;CALLE;MEDIODIA GRANDE;1;28005
RE20230102101342;EL RECUERDO;3;7;1;S307;2023-01-02 10:10:00;CALLE;ALBURQUERQUE;2;0    
CO20230102102009;COLON;3;31;1;S355;2023-01-02 10:18:00;CALLE;LUIS VIVES;4;28002
PI20230102102027;PASEO IMPERIAL;3;6;1;S337;2023-01-02 10:19:00;CALLE;LAGUNA DE MARQUESADO;8;28024
VC20230102105407;VICALVARO;3;14;1;S308;2023-01-02 10:45:00;CALLE;SIERRA VIEJA;68;28031
RE20230102105406;EL RECUERDO;3;31;1;S305;2023-01-02 10:48:00;CALLE;SAN SEVERO;6;28042
PI20230102105641;PASEO IMPERIAL;3;32;1;S317;2023-01-02 10:54:00;CALLE;SAN POMPEYO;3;28019
CO20230102110222;COLON;3;6;1;S364;2023-01-02 11:01:00;CALLE;SOFÍA;32;28022
M320230102110312;MEDIODIA 3;3;14;1;S350;2023-01-02 11:01:00;CALLE;ANTONIO LÓPEZ;249;28026
PI20230102112013;PASEO IMPERIAL;3;6;1;S346;2023-01-02 11:18:00;AVENIDA;MANZANARES;76;28019
PI20230102114103;PASEO IMPERIAL;3;7;1;S333;2023-01-02 11:20:00;CALLE;VALLANDES;10;28026
ES20230102112126;ESCUADRON;3;7;1;S215;2023-01-02 11:20:00;CALLE;CARLOS DOMINGO;19;28047
VC20230102113109;VICALVARO;4;14;1;S202;2023-01-02 11:28:00;CALLE;CALLE 30;;
RE20230102114115;EL RECUERDO;3;6;1;S306;2023-01-02 11:38:00;CALLE;UBEDA;25;28034
PI20230102114425;PASEO IMPERIAL;3;7;1;S320;2023-01-02 11:40:00;CALLE;VALLANDES;10;28026
PI20230102114247;PASEO IMPERIAL;3;7;1;S313;2023-01-02 11:40:00;CALLE;SAN POMPEYO;3;28019
PI20230102115406;PASEO IMPERIAL;3;12;1;S357;2023-01-02 11:40:00;CALLE; ALCALA;;28027
VC20230102114234;VICALVARO;3;44;1;S304;2023-01-02 11:40:00;CALLE;DEL PERGAMINO;37;28032
PI20230102120203;PASEO IMPERIAL;3;7;1;S334;2023-01-02 11:55:00;CALLE;ZAFIRO;;28021
PI20230102121131;PASEO IMPERIAL;3;7;1;S339;2023-01-02 12:00:00;CALLE;VALLANDES;10;28026
M320230102120213;MEDIODIA 3;3;14;1;S323;2023-01-02 12:01:00;PAGO;DE LOS OLIVOS;113;28011
ES20230102121036;ESCUADRON;1;14;1;S373;2023-01-02 12:09:00;CALLE;BRAVO MURILLO;185;28015
CO20230102121552;COLON;3;7;1;S367;2023-01-02 12:14:00;CALLE;SANTA ENGRACIA;92;28003
VC20230102124300;VICALVARO;3;20;1;S340;2023-01-02 12:41:00;CALLE;ENCOMIENDA DE PALACIOS;374;28030
VC20230102125234;VICALVARO;4;14;1;S370;2023-01-02 12:50:00;CALLE;MARIA NISTAL;2;28027
RE20230102125843;EL RECUERDO;3;6;1;S309;2023-01-02 12:55:00;CAMINO VIEJO;DE ALCOBENDAS A HORTALEZA;0;28050
PI20230102131413;PASEO IMPERIAL;3;24;1;S335;2023-01-02 13:05:00;CALLE;SEPULVEDA;;28047
VC20230102131654;VICALVARO;3;14;1;S310;2023-01-02 13:14:00;CALLE;PARADOR DE SANTA LUCIA;7;28022
M320230102132953;MEDIODIA 3;3;7;1;S338;2023-01-02 13:28:00;CALLE;DEL OLIVILLO;0;28011
VC20230102134106;VICALVARO;4;14;1;S370;2023-01-02 13:39:00;CALLE;ARROYO FONTARRON;0;28030
RE20230102135404;EL RECUERDO;3;20;1;S307;2023-01-02 13:49:00;CALLE;CASILDA DE VALDAVIA;0;28034
PI20230102135657;PASEO IMPERIAL;3;6;1;S317;2023-01-02 13:50:00;CALLE;GABRIEL USERA;68;28026
VC20230102135504;VICALVARO;3;14;1;S343;2023-01-02 13:53:00;CALLE;GABRIEL USERA;68;28048
PI20230102140132;PASEO IMPERIAL;3;30;1;S327;2023-01-02 14:00:00;CALLE;MAYOR;17;28013
VC20230102140526;VICALVARO;1;16;1;S367;2023-01-02 14:01:00;CALLE;PRINCIPE DE VERGAR;0;28016
PI20230102141511;PASEO IMPERIAL;3;12;1;S339;2023-01-02 14:10:00;CALLE; ALCALA;;28027
RE20230102141749;EL RECUERDO;1;30;1;S373;2023-01-02 14:13:00;CALLE;MAYOR;11;28013
RE20230102142100;EL RECUERDO;1;30;1;S373;2023-01-02 14:18:00;CALLE;MAYOR;11;28013
CO20230102142027;COLON;3;14;1;S357;2023-01-02 14:19:00;CALLE;OCHAGAVIA;32;28039
RE20230102142412;EL RECUERDO;3;30;1;S373;2023-01-02 14:20:00;PLAZA;MAYOR;19;28012
RE20230102142642;EL RECUERDO;3;30;1;S373;2023-01-02 14:24:00;CALLE;MAYOR;11;28013
PI20230102155838;PASEO IMPERIAL;3;20;1;S337;2023-01-02 14:30:00;CALLE;SOLEDAD CAZORLA;105;
RE20230102160723;EL RECUERDO;3;46;2;S312;2023-01-02 16:06:00;CALLE;SAN BENITO;0;0    
VC20230102162138;VICALVARO;3;20;2;S310;2023-01-02 16:20:00;CALLE;DIEZ;1;28008
PI20230102163724;PASEO IMPERIAL;3;46;2;S346;2023-01-02 16:36:00;CALLE;ARQUITECTO LOPEZ OTERO;0;28040
VC20230102165345;VICALVARO;4;14;2;S324;2023-01-02 16:52:00;CALLE;VILLABLANCA;0;28032
RE20230102172355;EL RECUERDO;3;42;2;S305;2023-01-02 17:21:00;CALLE;ARROYOFRESNO;1;28035
VC20230102173029;VICALVARO;3;54;2;S304;2023-01-02 17:27:00;CALLE;GENERAL DIAZ PORLIER;75;28006
M320230102173919;MEDIODIA 3;3;14;2;S306;2023-01-02 17:30:00;CALLE;ISABEL COLBRAND;10;28050
M320230102173426;MEDIODIA 3;3;8;2;S332;2023-01-02 17:32:00;AVENIDA;MIGUEL HERNANDEZ;12;28038
M320230102174224;MEDIODIA 3;3;14;2;S354;2023-01-02 17:40:00;CALLE;ARRIAGA;15;28017
PI20230102174324;PASEO IMPERIAL;3;12;2;S370;2023-01-02 17:40:00;CALLE;LUIS DE SALAZAR;12;28002
ES20230102174412;ESCUADRON;1;14;2;S308;2023-01-02 17:41:00;AVENIDA;MONFORTE DE LEMOS;139;28029
M320230102175016;MEDIODIA 3;3;14;2;S307;2023-01-02 17:45:00;CALLE;ARRIAGA;27;28017
CO20230102174732;COLON;4;44;2;S333;2023-01-02 17:46:00;CALLE;CONCEPCIÓN DE LA OLIVA;21;28021
M320230102175242;MEDIODIA 3;3;14;2;S302;2023-01-02 17:51:00;CALLE;REYES MAGOS;4;28009
RE20230102180200;EL RECUERDO;3;54;2;S310;2023-01-02 18:00:00;CALLE;INGENIERO EMILIO HERRERA;9;28050
M320230102182538;MEDIODIA 3;1;14;2;S284;2023-01-02 18:05:00;CALLE;SECO;4;28007
M320230102182309;MEDIODIA 3;1;14;2;S284;2023-01-02 18:10:00;CALLE;SECO;4;28007
M320230102191129;MEDIODIA 3;3;14;2;S321;2023-01-02 19:00:00;CALLE;GERARDO DIEGO;10;28018
M320230102191630;MEDIODIA 3;3;14;2;S326;2023-01-02 19:10:00;CALLE;GRAN VIA DE VILLAVERDE;SN;28021
ES20230102192126;ESCUADRON;1;14;2;S284;2023-01-02 19:18:00;CALLE;GRAN VIA DE VILLAVERDE;0;28021
VC20230102192333;VICALVARO;4;14;2;S201;2023-01-02 19:21:00;CALLE;ARRIAGA;15;28017
M320230102195133;MEDIODIA 3;3;14;2;S355;2023-01-02 19:45:00;AVENIDA;MORATALAZ;172;28030
ES20230102195728;ESCUADRON;3;8;2;S308;2023-01-02 19:54:00;CALLE;ISLAS MOLUCAS;0;28034
PI20230102195741;PASEO IMPERIAL;3;8;2;S334;2023-01-02 19:54:00;COSTANILLA;SIERRA GADOR;50;28031
M320230102200607;MEDIODIA 3;3;14;2;S337;2023-01-02 19:55:00;CALLE;CERRO DE LA ALCAZABA;37;28053
CO20230102195812;COLON;3;54;2;S304;2023-01-02 19:56:00;CALLE;GENERAL DIAZ PORLIER;78;28006
M320230102200803;MEDIODIA 3;3;14;2;S320;2023-01-02 20:00:00;CALLE;ROBLES;6;28053
ES20230102200714;ESCUADRON;3;20;2;S346;2023-01-02 20:05:00;CALLE;PICO OCEJON;SN;28023
CO20230102203242;COLON;3;44;2;S354;2023-01-02 20:30:00;CALLE;ALFONSO XII;13;28014
RE20230102205204;EL RECUERDO;3;44;2;S312;2023-01-02 20:50:00;CALLE;LA RIOJA;7;28042
VC20230102205721;VICALVARO;4;20;2;S370;2023-01-02 20:54:00;PASAJE;LINCE;4;28007
VC20230102210513;VICALVARO;1;16;2;S331;2023-01-02 21:03:00;CALLE;TOLEDO;138;28005
VC20230102211912;VICALVARO;3;14;2;S343;2023-01-02 21:17:00;CALLE;GERARDO DIEGO;12;28018
VC20230102212253;VICALVARO;4;14;2;S310;2023-01-02 21:21:00;CALLE;HELSINKI;SN;28022
VC20230102213358;VICALVARO;3;14;2;S357;2023-01-02 21:33:00;CALLE;GOYA;37;28009
PI20230102213412;PASEO IMPERIAL;3;6;2;S333;2023-01-02 21:33:00;CALLE;NICOLAS SANCHEZ;43;28025
RE20230102213529;EL RECUERDO;1;7;2;S284;2023-01-02 21:33:00;CALLE;GRAN VIA;0;0    
RE20230102213653;EL RECUERDO;1;7;2;S284;2023-01-02 21:35:00;CALLE;GRAN VIA;0;0    
RE20230102213759;EL RECUERDO;1;7;2;S284;2023-01-02 21:37:00;CALLE;GRAN VIA;0;0    
PI20230102214112;PASEO IMPERIAL;3;6;2;S321;2023-01-02 21:39:00;CALLE;JUANA UROSA;9;28025
CO20230102223315;COLON;3;7;3;S302;2023-01-02 22:30:00;CARRERA;SAN FRANCISCO;10;28005
ES20230102230419;ESCUADRON;4;13;3;S364;2023-01-02 23:00:00;AVENIDA;ANDALUCIA;;0    
M320230102231037;MEDIODIA 3;3;14;3;S346;2023-01-02 23:10:00;AVENIDA;DE LOS POBLADOS;51;28044
CO20230102234353;COLON;3;6;3;S350;2023-01-02 23:40:00;TRAVESIA;TRIFON PEDRERO;4;28019
RE20230102235709;EL RECUERDO;3;9;3;S308;2023-01-02 23:48:00;CALLE;VALDELAHIGUERA;;0
VC20230103010525;VICALVARO;3;14;3;S357;2023-01-03 00:55:00;AVENIDA;DE LA INSTITUCION LIBRE DE ENSEÑANZA;3;
CO20230103013244;COLON;3;54;3;S355;2023-01-03 01:30:00;CALLE;BARRAFON;8;28011
CO20230103023636;COLON;3;42;3;S370;2023-01-03 02:15:00;CALLE;SAN MATEO;8;28004
CO20230103023648;COLON;3;42;3;S367;2023-01-03 02:15:00;CALLE;SAN MATEO;8;28004
CO20230103023628;COLON;3;42;3;S302;2023-01-03 02:30:00;CALLE;CHURRUCA;3;28004
CO20230103024324;COLON;3;42;3;S350;2023-01-03 02:43:00;CALLE;CHURRUCA;3;28004
CO20230103030224;COLON;3;42;3;S308;2023-01-03 02:58:00;CALLE;FUENCARRAL;94;28010
VC20230103030657;VICALVARO;3;20;3;S364;2023-01-03 03:00:00;CALLE;SAN SINESIO;2;28025
CO20230103062557;COLON;3;19;3;S367;2023-01-03 06:20:00;CALLE;CAPISCOL;8;28050
CO20230103075624;COLON;3;7;1;S364;2023-01-03 07:55:00;CALLE;SAN ROMAN DEL VALLE;FAROLA 20;28037
CO20230103083023;COLON;3;7;1;S355;2023-01-03 08:10:00;CALLE;SAN ROMAN DEL VALLE;11;28037
CO20230103084852;COLON;3;7;1;S350;2023-01-03 08:47:00;CALLE;SAN ROMAN DEL VALLE;FAROLA 9;28037
CO20230103085010;COLON;3;28;1;S346;2023-01-03 08:47:00;CALLE;ARROYO DE FONTARRON;467;
CO20230103085748;COLON;3;7;1;S370;2023-01-03 08:50:00;CALLE;BARCO;24;28004
VC20230103093629;VICALVARO;3;14;1;S301;2023-01-03 09:25:00;CALLE;SILLERIA;0;28037
CO20230103093257;COLON;3;7;1;S304;2023-01-03 09:30:00;CALLE;BARQUILLO;5;28004
VC20230103093918;VICALVARO;4;14;1;S334;2023-01-03 09:37:00;PASEO;DELICIAS;76;28045
VC20230103100214;VICALVARO;3;7;1;S340;2023-01-03 09:40:00;CALLE;BULEVAR JOSE PRAT;21;28032
CO20230103094349;COLON;3;6;1;S357;2023-01-03 09:42:00;CALLE;NARCISO SERRA;21;28007
M320230103095454;MEDIODIA 3;3;7;1;S336;2023-01-03 09:53:00;AVENIDA;CMNO PERALES;155;28041
M320230103095643;MEDIODIA 3;3;7;1;S317;2023-01-03 09:55:00;CALLE;CMÑO  DE PERALES;0;28041
VC20230103100157;VICALVARO;3;14;1;S312;2023-01-03 10:00:00;CALLE;FUENTE CARRANTONA;6;28000
RE20230103103526;EL RECUERDO;4;7;1;S310;2023-01-03 10:10:00;CALLE;GALILEO;39;28012
ES20230103101120;ESCUADRON;3;7;1;S215;2023-01-03 10:10:00;CALLE;DOCTOR JIMENEZ DIAZ;;28040
VC20230103103704;VICALVARO;3;20;1;S324;2023-01-03 10:15:00;CARRETERA;VALDEMINGOMEZ;1;28031
CO20230103103500;COLON;3;7;1;S367;2023-01-03 10:15:00;CALLE;EMILIO VARGAS;SN;28043
RE20230103103708;EL RECUERDO;3;7;1;S307;2023-01-03 10:35:00;CALLE;DOCTOR JIMENEZ DIAZ;SN;28040
PI20230103110116;PASEO IMPERIAL;3;7;1;S364;2023-01-03 10:35:00;CALLE;JESUS DEL GRAN PODER;46;28026
VC20230103103919;VICALVARO;4;14;1;S343;2023-01-03 10:37:00;CALLE;CRONOS;0;28037
CO20230103104451;COLON;3;6;1;S327;2023-01-03 10:40:00;CALLE;HACHERO;43;28018
VC20230103105155;VICALVARO;3;20;1;S319;2023-01-03 10:50:00;CARRETERA;VALDEMINGOMEZ;1;28031
VC20230103112736;VICALVARO;3;8;1;S355;2023-01-03 11:15:00;AVENIDA;PRINCIPAL;1;28011
M320230103112140;MEDIODIA 3;3;14;1;S320;2023-01-03 11:19:00;CALLE;DE HACHERO;43;28053
RE20230103112421;EL RECUERDO;3;54;1;S306;2023-01-03 11:20:00;CALLE;GOMEZ DE AVELLANEDA;38;28017
M320230103112734;MEDIODIA 3;3;14;1;S313;2023-01-03 11:23:00;CALLE;GABINO JIMENO;6;28026
M320230103113119;MEDIODIA 3;3;14;1;S313;2023-01-03 11:29:00;CALLE;PRINCIPAL DE PROVINCIAS;0;28011
ES20230103113047;ESCUADRON;3;31;1;S215;2023-01-03 11:29:00;CALLE;GENERAL AMPUDIA;3;28003
CO20230103113320;COLON;3;7;1;S350;2023-01-03 11:30:00;CALLE;CHINCHILLA;8;28013
RE20230103114229;EL RECUERDO;3;5;1;S309;2023-01-03 11:39:00;CALLE;ENTRE ARROYOS;1;28030
CO20230103115931;COLON;3;30;1;S357;2023-01-03 11:57:00;CALLE;DE MARCENADO;50;28002
PI20230103121536;PASEO IMPERIAL;3;46;1;S339;2023-01-03 12:00:00;CALLE;AV MANZANARES;;28026
CO20230103120212;COLON;3;30;1;S370;2023-01-03 12:01:00;CALLE;SANTA CRUZ DE MARCENADO;0;28015
M320230103120446;MEDIODIA 3;3;14;1;S346;2023-01-03 12:03:00;CALLE;PRINCIPAL DE PROVINCIAS;0;28011
M320230103121354;MEDIODIA 3;3;14;1;S337;2023-01-03 12:12:00;CALLE;VILLAMIN;3;28011
CO20230103122017;COLON;3;44;1;S364;2023-01-03 12:15:00;CALLE;BOIX Y MORER;22;28003
ES20230103121741;ESCUADRON;3;7;1;S367;2023-01-03 12:16:00;CALLE;ARRIETA;15;28013
ES20230103121916;ESCUADRON;3;14;1;S305;2023-01-03 12:18:00;CALLE;PRINCIPAL DE PROVINCIAS;;28011
M320230103122316;MEDIODIA 3;3;14;1;S317;2023-01-03 12:22:00;CALLE;PRINCIPAL DE PROVINCIAS;0;28011
RE20230103130250;EL RECUERDO;3;7;1;S312;2023-01-03 12:30:00;CALLE;ARZOBISPO MORCILLO;SN;28029
VC20230103123455;VICALVARO;1;14;1;S284;2023-01-03 12:30:00;CALLE;MIERES;0;28037
ES20230103125734;ESCUADRON;3;7;1;S319;2023-01-03 12:56:00;CALLE;CRONOS;;28037
RE20230103130549;EL RECUERDO;3;54;1;S310;2023-01-03 13:03:00;CALLE;HUESCA;25;28046
RE20230103130752;EL RECUERDO;3;44;1;S307;2023-01-03 13:06:00;CALLE;PLAYA SAN JUAN;26;28042
RE20230103134442;EL RECUERDO;3;46;1;S309;2023-01-03 13:37:00;CALLE;ISLA DE TAVIRA;30;28035
CO20230103134121;COLON;3;7;1;S370;2023-01-03 13:40:00;CALLE;SANTA ISABEL;47;28012
M320230103134115;MEDIODIA 3;3;7;1;S317;2023-01-03 13:40:00;CALLE;BOHEMIOS;4;28041
ES20230103134611;ESCUADRON;1;14;1;S284;2023-01-03 13:44:00;PASEO;SAN FRANCISCO DE SALES;;28003
PI20230103135055;PASEO IMPERIAL;3;7;1;S334;2023-01-03 13:45:00;CALLE;BOHEMIOS;4;28041
VC20230103140621;VICALVARO;3;14;1;S340;2023-01-03 14:05:00;CALLE;ARROYO DE LA MEDIA LEGUA;18;28030
CO20230103143426;COLON;3;22;1;S367;2023-01-03 14:10:00;AVENIDA;PRESIDENTE CARMONA;10;28020
VC20230103141229;VICALVARO;3;13;1;S343;2023-01-03 14:10:00;ZONA;AEROPUERTO BARAJAS T1 LLEGADAS;0;00000
VC20230103162530;VICALVARO;3;14;2;S302;2023-01-03 16:24:00;CALLE;GENERAL MARVA;68;28026
PI20230103163955;PASEO IMPERIAL;3;19;2;S333;2023-01-03 16:38:00;CALLE;CUESTA;5;28026
PI20230103170737;PASEO IMPERIAL;3;44;2;S320;2023-01-03 17:06:00;CALLE;VENANCIO MARTIN;19;28038
PI20230103171141;PASEO IMPERIAL;3;44;2;S326;2023-01-03 17:10:00;CALLE;LUCERO;17;28047
ES20230103171622;ESCUADRON;6;16;2;S284;2023-01-03 17:13:00;CALLE;MIGUEL ANGEL;31;0    
PI20230103172245;PASEO IMPERIAL;3;7;2;S337;2023-01-03 17:21:00;CALLE;CXON  DOLORES BARRANCO;50;28026
M320230103172829;MEDIODIA 3;3;14;2;S301;2023-01-03 17:26:00;CALLE;RIO ESMERALDA;SN;28018
CO20230103173035;COLON;3;7;2;S304;2023-01-03 17:28:00;CALLE;AMOS DE ESCALANTE;05;28027
RE20230103174206;EL RECUERDO;3;7;2;S305;2023-01-03 17:41:00;CALLE;VIRGEN DE LA ALEGRIA;19;28027
PI20230103180406;PASEO IMPERIAL;3;44;2;S327;2023-01-03 18:02:00;CALLE;ANTONIA CALAS;15;28053
RE20230103180904;EL RECUERDO;3;46;2;S306;2023-01-03 18:08:00;AVENIDA;MONFORTE DE LEMOS;183;28035
M320230103183208;MEDIODIA 3;3;14;2;S340;2023-01-03 18:18:00;CALLE;CAZORLA;89;28053
ES20230103182501;ESCUADRON;3;14;2;S367;2023-01-03 18:18:00;CALLE;GRAN VIA;64;28013
M320230103185301;MEDIODIA 3;3;14;2;S337;2023-01-03 18:45:00;CARRETERA;CARABANCHEL A ARAVACA (RESTO DE POZUELO DE ALARCÓN);11;28024
ES20230103194934;ESCUADRON;1;14;2;S284;2023-01-03 19:47:00;CALLE;SAGASTA;;28004
CO20230103195312;COLON;3;30;2;S302;2023-01-03 19:50:00;CALLE;CRRGDOR DIEGO VALDERRABANO;25;28030
ES20230103200351;ESCUADRON;3;14;2;S308;2023-01-03 19:58:00;CALLE;ALCALDE MARTIN DE ALZAGA;SN;28039
ES20230103200111;ESCUADRON;4;44;2;S320;2023-01-03 19:58:00;CALLE;CINE;22;28024
PI20230103202037;PASEO IMPERIAL;3;44;2;S333;2023-01-03 20:19:00;CALLE;LOS ANDALUCES;20;28038
PI20230103203016;PASEO IMPERIAL;3;54;2;S327;2023-01-03 20:29:00;CALLE;JOAQUIN MARTIN;13;28019
M220230103205134;MEDIODIA 2;3;43;2;S309;2023-01-03 20:45:00;CALLE;MARIA DE LAS MERCEDES BORBON;30;28055
M320230103210022;MEDIODIA 3;3;30;2;S370;2023-01-03 20:45:00;CALLE;CORREGIDOR DIEGO VALDERRÁBANO;25;28030
