idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
ES20210103132305;ESCUADRON;3;6;1;S331;2021-01-03 13:22:00;PUERTA;TOLEDO;124;0    
CO20210103135728;COLON;3;46;1;S356;2021-01-03 13:40:00;CALLE;ANTONIO NEBRIJA;0;28007
ES20210103135017;ESCUADRON;1;14;1;S284;2021-01-03 13:48:00;CALLE;GINZO DE LIMIA;33;28029
VC20210103135223;VICALVARO;4;6;1;S341;2021-01-03 13:50:00;CALLE;ELFO;112;28027
CO20210103142804;COLON;3;14;1;S352;2021-01-03 14:05:00;CALLE;GRAN VIA;0;0    
ES20210103141353;ESCUADRON;3;8;1;S330;2021-01-03 14:12:00;CALLE;MAYOR;0;0    
ES20210103141641;ESCUADRON;1;14;1;S332;2021-01-03 14:15:00;CALLE;CALDERILLA;0;28054
ES20210103141912;ESCUADRON;3;44;1;S338;2021-01-03 14:18:00;RONDA;DEL SUR;0;28018
M320210103162807;MEDIODIA 3;3;14;2;S366;2021-01-03 16:25:00;AVENIDA;LAS AZALEAS;0;28042
VC20210103170046;VICALVARO;1;20;2;S302;2021-01-03 16:59:00;CALLE;GOYA;0;28009
ES20210103172223;ESCUADRON;3;37;2;S352;2021-01-03 17:21:00;PLAZA;ESPAÑA;5;28008
CO20210103173623;COLON;3;6;2;S335;2021-01-03 17:35:00;CALLE;RAMON CALABUIG;22;28053
CO20210103175130;COLON;1;8;2;S323;2021-01-03 17:45:00;CALLE;GRAN VIA;28;28013
CO20210103180532;COLON;1;8;2;S366;2021-01-03 18:04:00;CALLE;GRAN VIA;;28013
ES20210103180841;ESCUADRON;3;14;2;S341;2021-01-03 18:05:00;PLAZA;LEALTAD;1;28014
CO20210103184256;COLON;3;54;2;S335;2021-01-03 18:40:00;CALLE;CLAVEL;6;28013
ES20210103185308;ESCUADRON;3;14;2;S323;2021-01-03 18:51:00;CALLE;GRAN VIA;SN;28013
ES20210103185558;ESCUADRON;3;14;2;S352;2021-01-03 18:52:00;CALLE;MARIA DE PORTUGAL;0;28050
CO20210103185736;COLON;3;44;2;S302;2021-01-03 18:56:00;CALLE;ALTO DEL RETIRO;33;0    
M320210103195603;MEDIODIA 3;1;16;2;S302;2021-01-03 19:55:00;AVENIDA;DE LOS ROSALES;;28041
CO20210103202949;COLON;3;14;2;S366;2021-01-03 20:29:00;ESTACION;DE CHAMARTIN;;28036
CO20210103204050;COLON;3;6;2;S335;2021-01-03 20:39:00;CALLE;ACANTO;11;28045
VC20210103204148;VICALVARO;3;14;2;S341;2021-01-03 20:40:00;CALLE;AUÑON;0;28021
CO20210103210748;COLON;3;44;2;S323;2021-01-03 21:07:00;CALLE;CONVENIO;1;28053
M320210103212606;MEDIODIA 3;3;44;2;S302;2021-01-03 21:24:00;CALLE;CARABELA;31;28042
CO20210103215448;COLON;3;20;2;S352;2021-01-03 21:51:00;CALLE;SALVADOR VICENTE MARTIN;0;28054
ES20210103221826;ESCUADRON;3;14;3;S364;2021-01-03 22:15:00;CALLE;GRAN VIA;50;28013
VC20210104001353;VICALVARO;1;20;3;S353;2021-01-03 22:30:00;CALLE;POTOSI;10;28016
CO20210103234937;COLON;4;6;3;S360;2021-01-03 23:48:00;CALLE;SAN ANTONIO DE PADUA;8;28026
CO20210103235830;COLON;3;46;3;S369;2021-01-03 23:55:00;CALLE;SANTA ENGRACIA;40;28003
CO20210104001232;COLON;3;6;3;S353;2021-01-04 00:10:00;AVENIDA;COMANDANTE FRANCO;69;28016
CO20210104004523;COLON;3;44;3;S356;2021-01-04 00:44:00;CALLE;BRAVO MURILLO;82;28020
VC20210104012548;VICALVARO;3;39;3;S364;2021-01-04 01:24:00;CALLE;RODA DE BARA;2;28034
ES20210104014824;ESCUADRON;1;13;3;S370;2021-01-04 01:47:00;AVENIDA;DE AMERICA;0;28042
CO20210104020334;COLON;3;44;3;S366;2021-01-04 02:02:00;CALLE;FRAGUAS;32;28042
ES20210104024031;ESCUADRON;1;13;3;S369;2021-01-04 02:39:00;CALLE;PASEO DE EXTREMADURA;147;28011
CO20210104024249;COLON;3;46;3;S356;2021-01-04 02:40:00;CARRETERA;CANILLAS;60;28043
ES20210104025512;ESCUADRON;3;13;3;S318;2021-01-04 02:54:00;CALLE;MIGUEL ANGEL;7;28010
VC20210104034708;VICALVARO;3;20;3;S352;2021-01-04 03:45:00;CALLE;ROCAFORT;7;28021
ES20210104043122;ESCUADRON;3;49;3;S350;2021-01-04 04:30:00;CALLE;DOCTOR ESQUERDO;177;28007
CO20210104054544;COLON;3;20;3;S304;2021-01-04 05:40:00;CALLE;CAÑADA REAL GALIANA;20;28052
CO20210104071235;COLON;3;46;1;S353;2021-01-04 07:08:00;CALLE;DE GUABAIRO;11;28047
ES20210104073435;ESCUADRON;3;13;1;S365;2021-01-04 07:33:00;PASEO;DIRECCION;SN;28039
CO20210104085608;COLON;3;7;1;S364;2021-01-04 08:50:00;CALLE;BARCO;33;28004
ES20210104085518;ESCUADRON;3;6;1;S323;2021-01-04 08:54:00;CALLE;NICOLAS SANCHEZ;43;28026
CO20210104092056;COLON;3;7;1;S351;2021-01-04 09:19:00;CALLE;MANUEL BARTOLOME COSSIO;0;28040
