idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
VC20200101183110;VICALVARO;3;16;2;S315;01/01/2020 18:29;AVENIDA;VIRGEN DEL CARMEN;1;0
CO20200101184614;COLON;3;6;2;S348;01/01/2020 18:45;CALLE;INMACULADA CONCEPCION;29;28019
ES20200101184706;ESCUADRON;3;44;2;S301;01/01/2020 18:45;CALLE;GOMEZ ACEBO;16;28021
CO20200101184806;COLON;3;44;2;S365;01/01/2020 18:46;CALLE;SANCHEZ PACHECO;49;28002
ES20200101185759;ESCUADRON;3;14;2;S353;01/01/2020 18:56;CALLE;DOCTOR FOURQUET;29;28012
CO20200101191056;COLON;3;44;2;S352;01/01/2020 19:05;CALLE;NICOLAS SANCHEZ;83;28026
RE20200101190636;EL RECUERDO;3;7;2;S313;01/01/2020 19:05;ESTACION;DE CHAMARTIN;1;28036
RE20200101193017;EL RECUERDO;1;7;2;S311;01/01/2020 19:28;CALLE;AGUSTIN DE FOXA;40;28036
M320200101194736;MEDIODIA 3;3;14;2;S316;01/01/2020 19:46;CALLE;CRISTO DE LA VEGA;0;28026
RE20200101201352;EL RECUERDO;3;7;2;S301;01/01/2020 20:12;ESTACION;DE CHAMARTIN;1;28036
RE20200101202344;EL RECUERDO;1;7;2;S315;01/01/2020 20:21;CALLE;AGUSTIN DE FOXA;40;28036
RE20200101202720;EL RECUERDO;1;7;2;S313;01/01/2020 20:26;ESTACION;DE CHAMARTIN;1;28036
RE20200101202922;EL RECUERDO;1;7;2;S311;01/01/2020 20:27;CALLE;AGUSTIN DE FOXA;40;28036
CO20200101203127;COLON;3;44;2;S353;01/01/2020 20:30;CALLE;SAN GUMERSINDO;21;28017
VC20200101210711;VICALVARO;4;20;2;S322;01/01/2020 21:05;CALLE;CM VIEJO DE HORTALEZA;22;28042
PI20200101211401;PASEO IMPERIAL;3;7;2;S327;01/01/2020 21:12;CALLE;SAN EPIFANIO;0;28005
CO20200101211527;COLON;1;7;2;S348;01/01/2020 21:14;CALLE;SALUD;9;28013
VC20200101214827;VICALVARO;3;14;2;S321;01/01/2020 21:46;AVENIDA;DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA;66;28037
VC20200101215148;VICALVARO;3;14;2;S303;01/01/2020 21:50;CALLE;GINEBRO;12;28041
CO20200101233651;COLON;3;7;3;S349;01/01/2020 23:36;CALLE;CABALLERO DE GRACIA;40;0
CO20200102002516;COLON;3;7;3;S346;02/01/2020 0:24;CALLE;SIERRA DE ESTRELLA;29;28053
CO20200102022647;COLON;3;19;3;S355;02/01/2020 2:25;CALLE;LIMON;1;28015
CO20200102031507;COLON;1;8;3;S318;02/01/2020 3:13;CALLE;EDUARDO SAAVEDRA;0;28040
VC20200102034134;VICALVARO;1;20;3;S369;02/01/2020 3:39;CAMINO;VERTEDERO/VALDEMINGOMEZ;0;
CO20200102035010;COLON;3;6;3;S348;02/01/2020 3:48;CALLE;BENIDORM;37;28017
CO20200102040336;COLON;3;6;3;S365;02/01/2020 4:02;PASEO;DIRECCION;5;28029
VC20200102040953;VICALVARO;3;20;3;S353;02/01/2020 4:07;PLAZA; LOS PINAZOS;1;
ES20200102041412;ESCUADRON;3;13;3;S319;02/01/2020 4:13;CALLE;SANTUARIO;60;28026
ES20200102043555;ESCUADRON;3;13;3;S368;02/01/2020 4:33;CALLE;VALDEBERNARDO;27;28030
CO20200102055533;COLON;3;14;3;S360;02/01/2020 5:54;CALLE;MARROQUINA;42;28030
VC20200102082612;VICALVARO;3;16;1;S365;02/01/2020 7:25;CALLE;AVDA PABLO NERUDA;30;28038
VC20200102091024;VICALVARO;3;20;1;S368;02/01/2020 7:30;CALLE;ARAMAYONA;1;28022
CO20200102082622;COLON;3;7;1;S363;02/01/2020 8:24;PASEO;DE POLIDEPORTIVO;SN;28032
PI20200102083415;PASEO IMPERIAL;3;7;1;S336;02/01/2020 8:32;CALLE;VIA LUISITANA;1;28025
ES20200102085532;ESCUADRON;3;7;1;S320;02/01/2020 8:52;CALLE;VIA LUSITANA;0;0
M320200102090036;MEDIODIA 3;3;7;1;S327;02/01/2020 8:59;CALLE;VIA LUSITANA;8;28054
PI20200102091310;PASEO IMPERIAL;3;7;1;S319;02/01/2020 8:59;VIA;LUSITANA;14;28025
PI20200102091647;PASEO IMPERIAL;3;7;1;S332;02/01/2020 9:13;CALLE;VIA LUSITANA;34;0
PI20200102091854;PASEO IMPERIAL;3;7;1;S334;02/01/2020 9:17;CALLE;VIA LUSITANA;0;28054
M320200102091911;MEDIODIA 3;3;7;1;S338;02/01/2020 9:17;PASEO;GIGANTES Y CABEZUDOS;0;28041
PI20200102092727;PASEO IMPERIAL;3;7;1;S331;02/01/2020 9:20;CALLE;BARQUILLO;5;28004
PI20200102092206;PASEO IMPERIAL;3;7;1;S325;02/01/2020 9:20;CALLE;GIGANTES Y CABEZUDOS;;0
PI20200102093956;PASEO IMPERIAL;3;7;1;S362;02/01/2020 9:25;VIA;LUSITANA;;28025
M320200102092737;MEDIODIA 3;3;7;1;S330;02/01/2020 9:26;PASEO;GIGANTES Y CABEZUDOS;50;28041
CO20200102093655;COLON;3;7;1;S349;02/01/2020 9:36;CALLE;PEDERNAL;0;28032
CO20200102093751;COLON;3;7;1;S348;02/01/2020 9:37;CALLE;PEDERNAL;0;28032
PI20200102094327;PASEO IMPERIAL;3;7;1;S316;02/01/2020 9:40;PASEO;GIGANTES Y CABEZUDOS;48;28041
PI20200102094532;PASEO IMPERIAL;3;7;1;S339;02/01/2020 9:43;CALLE;BURJASOT;30;28021
PI20200102094710;PASEO IMPERIAL;3;7;1;S328;02/01/2020 9:45;CALLE;DOCTOR VELASCO;4;28014
PI20200102094909;PASEO IMPERIAL;3;7;1;S335;02/01/2020 9:47;PASEO;GIGANTES Y CABEZUDOS;44;28041
RE20200102095305;EL RECUERDO;3;6;1;S310;02/01/2020 9:50;CALLE;BARDALA;3;28029
VC20200102100629;VICALVARO;3;20;1;S337;02/01/2020 9:50;PASEO;PUERTA DEL ANGEL;6;28011
PI20200102095912;PASEO IMPERIAL;3;7;1;S336;02/01/2020 9:55;AVENIDA;LUSITANA;1;0
PI20200102101037;PASEO IMPERIAL;3;7;1;S323;02/01/2020 9:55;CALLE;BURJASOT;;28021
ES20200102101005;ESCUADRON;3;7;1;S334;02/01/2020 10:09;CALLE;VIA LUSITANA;24;28054
CO20200102101906;COLON;3;7;1;S322;02/01/2020 10:10;CALLE;RAMON PEREZ DE AYALA;96;28031
CO20200102101521;COLON;3;7;1;S321;02/01/2020 10:14;CALLE;RAMON PEREZ DE AYALA;106;28038
CO20200102101806;COLON;3;31;1;S352;02/01/2020 10:17;CALLE;SANDOVAL;8;28010
ES20200102101832;ESCUADRON;3;6;1;S320;02/01/2020 10:17;PASO;DE PERALES;;28011
RE20200102102112;EL RECUERDO;3;9;1;S300;02/01/2020 10:20;CALLE;ALONSO CANO;0;28003
PI20200102103019;PASEO IMPERIAL;3;7;1;S332;02/01/2020 10:22;CALLE;VIA LUSITANA;0;28025
CO20200102102532;COLON;3;31;1;S369;02/01/2020 10:24;CALLE;SANDOVAL;8;28010
PI20200102104249;PASEO IMPERIAL;3;6;1;S330;02/01/2020 10:25;CALLE;GRANDEZA ESPAÑOLA;5;28011
PI20200102102921;PASEO IMPERIAL;3;7;1;S333;02/01/2020 10:25;CALLE;BURJASOT;30;28021
CO20200102102720;COLON;3;31;1;S367;02/01/2020 10:26;CALLE;SANDOVAL;8;28010
CO20200102102831;COLON;3;7;1;S365;02/01/2020 10:27;CALLE;MADRAZOS;14;
RE20200102103515;EL RECUERDO;3;31;1;S315;02/01/2020 10:33;CALLE;VICENTE MUZAS;8;28043
RE20200102103635;EL RECUERDO;3;31;1;S313;02/01/2020 10:35;CALLE;VICENTE MUZAS;8;28043
VC20200102105801;VICALVARO;3;20;1;S363;02/01/2020 10:50;CALLE;ESPERANZA;23;28012
PI20200102105318;PASEO IMPERIAL;3;1;1;S319;02/01/2020 10:51;CALLE;PORTALEGRE;40;28019
PI20200102112030;PASEO IMPERIAL;3;7;1;S338;02/01/2020 11:10;PASEO;GIGANTES Y CABEZUDOS;50;28041
PI20200102112515;PASEO IMPERIAL;3;7;1;S327;02/01/2020 11:15;CALLE;GIGANTES Y CABEZUDOS;64;0
M320200102113054;MEDIODIA 3;3;14;1;S368;02/01/2020 11:29;CALLE;BLASCO DE GARAY;1;28003
PI20200102122045;PASEO IMPERIAL;3;6;1;S323;02/01/2020 12:05;CALLE;VICENTE CAMARON;21;28011
M320200102121252;MEDIODIA 3;3;14;1;S312;02/01/2020 12:06;ZONA;AEROPUERTO BARAJAS T4 SALIDAS;0;0
RE20200102121204;EL RECUERDO;1;8;1;S309;02/01/2020 12:08;CALLE;PASEO CASTELLANA;138;28000
PI20200102121554;PASEO IMPERIAL;3;44;1;S362;02/01/2020 12:10;CALLE;DEL CINE;9;28024
VC20200102123627;VICALVARO;4;21;1;S325;02/01/2020 12:10;AVENIDA;POBLADOS;51;28054
PI20200102121247;PASEO IMPERIAL;3;3;1;S328;02/01/2020 12:11;CALLE;MAIQUEZ;60;28009
PI20200102122324;PASEO IMPERIAL;3;46;1;S335;02/01/2020 12:15;CALLE;SANTA PETRONILA;20;28021
RE20200102121718;EL RECUERDO;1;8;1;S307;02/01/2020 12:16;CALLE;CASTELLANA;0;28046
M320200102122144;MEDIODIA 3;1;14;1;S348;02/01/2020 12:20;CALLE;MONTEIGUELDO;0;28038
ES20200102122354;ESCUADRON;1;14;1;S284;02/01/2020 12:21;VALLE;DE MENA;12;28035
RE20200102122252;EL RECUERDO;1;8;1;S311;02/01/2020 12:22;CALLE;PASEO CASTELLANA;138;28000
M320200102122449;MEDIODIA 3;3;14;1;S316;02/01/2020 12:23;AVENIDA;GRAN VIA DEL SURESTE;57;28051
RE20200102122624;EL RECUERDO;1;8;1;S307;02/01/2020 12:25;PASEO;DE LA CASTELLANA;138;28000
PI20200102122743;PASEO IMPERIAL;3;19;1;S336;02/01/2020 12:25;CALLE;DE LA OCA;64;0
PI20200102124620;PASEO IMPERIAL;3;7;1;S331;02/01/2020 12:25;CALLE;DOCTOR SEVERO OCHOA;;28040
RE20200102125520;EL RECUERDO;1;4;1;S310;02/01/2020 12:54;CALLE;CAMINO DE GANAPANES;0;28035
CO20200102131950;COLON;7;7;1;S369;02/01/2020 13:10;CALLE;GRAN VIA;32;0
M320200102132212;MEDIODIA 3;3;14;1;S315;02/01/2020 13:20;CALLE;ZIPAQUIRA;14;28033
PI20200102132207;PASEO IMPERIAL;3;3;1;S339;02/01/2020 13:20;CALLE;ANTONIO MAIRENA;6;28038
CO20200102133404;COLON;3;7;1;S352;02/01/2020 13:32;CALLE;GOYA;71;
RE20200102133655;EL RECUERDO;4;7;1;S313;02/01/2020 13:35;CALLE;ZIPAQUIRA;14;28033
RE20200102134009;EL RECUERDO;3;7;1;S309;02/01/2020 13:38;CALLE;ZIPAQUIRA;14;28033
CO20200102134418;COLON;3;6;1;S349;02/01/2020 13:43;CALLE;DOCE DE OCTUBRE;27;28009
CO20200102134642;COLON;3;3;1;S348;02/01/2020 13:45;CALLE;TOLEDO;136;28005
PI20200102140341;PASEO IMPERIAL;3;3;1;S337;02/01/2020 14:01;CALLE;HIGUERAS;57;28047
RE20200102140935;EL RECUERDO;3;7;1;S307;02/01/2020 14:08;CALLE;ZIPAQUIRA;14;28033
RE20200102141346;EL RECUERDO;3;7;1;S312;02/01/2020 14:12;CALLE;ZIPAQUIRA;14;28033
RE20200102141427;EL RECUERDO;3;7;1;S311;02/01/2020 14:13;PASEO;PASEO CASTELLANA;259;28046
CO20200102141915;COLON;3;14;1;S367;02/01/2020 14:18;CALLE;PRINCESA;0;
RE20200102142415;EL RECUERDO;1;7;1;S284;02/01/2020 14:23;CALLE;HORTALEZA 104;3;
RE20200102142649;EL RECUERDO;1;7;1;S284;02/01/2020 14:25;CALLE;HORTALEZA;3;28000
RE20200102142834;EL RECUERDO;1;7;1;S284;02/01/2020 14:27;CALLE;HORTALEZA;3;28000
M320200102162822;MEDIODIA 3;3;14;2;S368;02/01/2020 16:15;CALLE;GLORIA FUERTES;181;28049
M320200102163628;MEDIODIA 3;3;31;2;S369;02/01/2020 16:20;CALLE;CASTELLO;14;28006
VC20200102163716;VICALVARO;1;16;2;S284;02/01/2020 16:35;PLAZA;INDEPENDENCIA;1;28001
PI20200102164645;PASEO IMPERIAL;3;44;2;S333;02/01/2020 16:45;CALLE;CONVENIO;1;0
PI20200102165521;PASEO IMPERIAL;3;46;2;S338;02/01/2020 16:54;CALLE;CONVENIO;0;28053
CO20200102170422;COLON;3;46;2;S348;02/01/2020 17:03;CALLE;CONVENIO;1;28053
RE20200102171733;EL RECUERDO;3;31;2;S311;02/01/2020 17:15;PASEO;SAN FRANCISCO DE SALES;8;28003
PI20200102172527;PASEO IMPERIAL;3;46;2;S325;02/01/2020 17:24;CALLE;CONVENIO;3;28053
CO20200102172823;COLON;3;3;2;S365;02/01/2020 17:27;CALLE;MARQUESA SILVELA;0;28026
PI20200102174243;PASEO IMPERIAL;3;54;2;S332;02/01/2020 17:41;CALLE;J EL CONQUISTADOR;26;28045
RE20200102174515;EL RECUERDO;3;6;2;S302;02/01/2020 17:44;CALLE;HERMANOS MACHADO;43;28017
RE20200102180703;EL RECUERDO;1;7;2;S284;02/01/2020 18:05;CALLE;AGUSTIN DE FOXA;0;28036
RE20200102180844;EL RECUERDO;1;7;2;S284;02/01/2020 18:07;ESTACION;DE CHAMARTIN;1;28036
RE20200102181057;EL RECUERDO;1;7;2;S284;02/01/2020 18:09;ESTACION;DE CHAMARTIN;1;28036
VC20200102190029;VICALVARO;3;14;2;S322;02/01/2020 18:40;CALLE;ASTEROIDES;8;28032
M320200102184146;MEDIODIA 3;3;14;2;S337;02/01/2020 18:40;CALLE;BOHONAL;29;28053
RE20200102184449;EL RECUERDO;3;7;2;S311;02/01/2020 18:43;CALLE;PRINCIPE CARLOS;40;28050
M320200102190018;MEDIODIA 3;3;14;2;S302;02/01/2020 18:59;AUTOVIA;A3;;0
ES20200102191543;ESCUADRON;3;44;2;S319;02/01/2020 19:06;CALLE;VALLE DE LA FUENFRIA;4;28034
RE20200102192803;EL RECUERDO;1;7;2;S284;02/01/2020 19:26;ACCESO;ESTACION DE CHAMARTIN;0;28000
RE20200102192933;EL RECUERDO;1;7;2;S284;02/01/2020 19:28;ESTACION;DE CHAMARTIN;0;28036
RE20200102193100;EL RECUERDO;1;7;2;S284;02/01/2020 19:29;ESTACION;DE CHAMARTIN;0;28036
RE20200102193341;EL RECUERDO;1;7;2;S284;02/01/2020 19:32;ESTACION;DE CHAMARTIN;0;28036
RE20200102193539;EL RECUERDO;1;7;2;S284;02/01/2020 19:34;ESTACION;DE CHAMARTIN;0;28036
M320200102194051;MEDIODIA 3;3;14;2;S368;02/01/2020 19:35;CALLE;GERARDO CORDON;41;28017
RE20200102193759;EL RECUERDO;1;7;2;S284;02/01/2020 19:36;ESTACION;DE CHAMARTIN;0;28036
RE20200102194019;EL RECUERDO;1;7;2;S284;02/01/2020 19:38;ESTACION;DE CHAMARTIN;0;28036
ES20200102194320;ESCUADRON;4;49;2;S320;02/01/2020 19:40;CALLE;MATEO INURRIA;4;28036
PI20200102195713;PASEO IMPERIAL;3;44;2;S338;02/01/2020 19:56;CALLE;HACIENDA DE PAVONES;117;28030
VC20200102201304;VICALVARO;3;20;2;S312;02/01/2020 20:10;CALLE;MARIA TUDOR;SN;28050
VC20200102201157;VICALVARO;1;20;2;S367;02/01/2020 20:10;CALLE;SANTA HORTENSIA;26;28002
PI20200102202500;PASEO IMPERIAL;1;7;2;S327;02/01/2020 20:23;CALLE;GRAN VIA;0;28013
PI20200102204612;PASEO IMPERIAL;3;44;2;S325;02/01/2020 20:44;CALLE;ARQUITECTURA DE TARRAGONA;7;28054
CO20200102210409;COLON;3;6;2;S369;02/01/2020 21:02;CALLE;TAMPICO;23;28027
VC20200102210822;VICALVARO;1;16;2;S284;02/01/2020 21:04;CALLE;LOPEZ DE HOYOS;SN;28043
VC20200102212142;VICALVARO;3;14;2;S311;02/01/2020 21:16;AVENIDA;ALFONSO XIII;194;28016
VC20200102212713;VICALVARO;3;20;2;S322;02/01/2020 21:25;AVENIDA;PABLO NERUDA;138;28018
PI20200102213201;PASEO IMPERIAL;3;20;2;S341;02/01/2020 21:31;RONDA;SEGOVIA;2;28005
PI20200102213753;PASEO IMPERIAL;3;6;2;S333;02/01/2020 21:36;CALLE;ENRIQUE FUENTES;35;28026
PI20200102214501;PASEO IMPERIAL;3;20;2;S332;02/01/2020 21:43;CALLE;HERMANAS ALONSO BARCELO;7;28025
PI20200102221028;PASEO IMPERIAL;3;14;2;S337;02/01/2020 22:07;CALLE;TOMAS ESTEBAN;.;28053
ES20200102230509;ESCUADRON;3;13;3;S365;02/01/2020 23:05;AUTOVIA;M 30;0;0
ES20200102231938;ESCUADRON;4;13;3;S355;02/01/2020 23:15;CALLE;JOSE ORTEGA Y GASSET;0;28006
CO20200103000837;COLON;3;46;3;S349;03/01/2020 0:05;CALLE;SANTA ADELA;10;28033
ES20200103001151;ESCUADRON;1;14;3;S368;03/01/2020 0:10;CALLE;SERRANO;232;28006
ES20200103011023;ESCUADRON;3;13;3;S350;03/01/2020 0:35;CALLE;GUAREÑA;;28044
CO20200103010226;COLON;3;44;3;S346;03/01/2020 0:50;CALLE;ACEBES;4;28021
VC20200103010511;VICALVARO;3;16;3;S348;03/01/2020 1:04;CALLE;ANTONIO LOPEZ;234;28041
M320200103010916;MEDIODIA 3;3;14;3;S319;03/01/2020 1:08;CALLE;CABO MACHICHACO;60;28053
M320200103023815;MEDIODIA 3;3;14;3;S349;03/01/2020 2:37;AVENIDA;GLORIETAS;39;28053
VC20200103035442;VICALVARO;3;20;3;S354;03/01/2020 3:30;CALLE;GODELLA;;28021
ES20200103050629;ESCUADRON;3;13;3;S350;03/01/2020 4:40;CALLE;CARLOS MARTIN ALVAREZ;34;28018
CO20200103044358;COLON;3;1;3;S348;03/01/2020 4:42;CALLE;CAMINO VIEJO DE LEGANES;235;28025
VC20200103050237;VICALVARO;3;37;3;S346;03/01/2020 5:01;CALLE;CAÑADA REAL  GALIANA;1;0
ES20200103054721;ESCUADRON;3;20;3;S318;03/01/2020 5:45;CALLE;RAFAEL FERNANDEZ HIJICOS;25;28038
VC20200103083041;VICALVARO;3;16;1;S368;03/01/2020 8:05;AUTOPISTA;M 30 C2 KM 5400;0;0
VC20200103082606;VICALVARO;3;16;1;S365;03/01/2020 8:10;ACCESO;M 30  KM 5 CALZADA 2  INCORPORACION A2;0;0
CO20200103083755;COLON;4;7;1;S363;03/01/2020 8:35;CALLE;GENERAL PARDIÑAS;106;28006
M320200103090118;MEDIODIA 3;4;14;1;S323;03/01/2020 9:00;PASEO;GIGANTES Y CABEZUDOS;0;28041
PI20200103093937;PASEO IMPERIAL;3;7;1;S325;03/01/2020 9:37;CALLE;LOS MORALES;FAR. 25;28054
RE20200103100029;EL RECUERDO;3;6;1;S367;03/01/2020 9:59;CALLE;BUEN GOBERNADOR;18;28027
PI20200103101314;PASEO IMPERIAL;3;7;1;S334;03/01/2020 10:00;CALLE;CARLOS DOMINGO;19;28047
RE20200103100302;EL RECUERDO;4;31;1;S369;03/01/2020 10:00;CALLE;GENERAL PARDIÑAS;101;28006
PI20200103101503;PASEO IMPERIAL;3;7;1;S331;03/01/2020 10:13;CALLE;ILLESCAS;90;28024
M320200103101814;MEDIODIA 3;1;14;1;S284;03/01/2020 10:13;CALLE;PEÑA PRIETA;12;0
PI20200103110854;PASEO IMPERIAL;3;7;1;S333;03/01/2020 10:15;CALLE;DOCTOR PEREZ DOMINGUEZ;FTE. 18;28021
