idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
CO20190102111306;COLON;3;3;1;S347;02/01/2019 11:11;CALLE;ALMIRANTE;2;28004
PI20190102112005;PASEO IMPERIAL;3;3;1;S336;02/01/2019 11:18;CALLE;ALBINO HERNANDEZ LAZARO;31;28021
VC20190102113124;VICALVARO;3;20;1;S322;02/01/2019 11:27;CALLE;CAZALEGAS;20;28025
CO20190102114758;COLON;3;6;1;S357;02/01/2019 11:30;CALLE;ANDRES MELLADO;85;28001
CO20190102114936;COLON;3;6;1;S355;02/01/2019 11:30;CALLE;ANDRES MELLADO;85;28001
CO20190102114138;COLON;3;3;1;S367;02/01/2019 11:39;ALTO;DEL LEON;6;28038
ES20190102121717;ESCUADRON;1;14;1;S284;02/01/2019 11:40;CALLE;SANTA CRUZ DE MARCENADO;0;28015
ES20190102122000;ESCUADRON;1;12;1;S284;02/01/2019 11:40;CALLE;ACUERDO;134;28015
ES20190102122429;ESCUADRON;1;8;1;S284;02/01/2019 11:40;CALLE;GRAN VIA;80;0
RE20190102114641;EL RECUERDO;3;7;1;S302;02/01/2019 11:45;CALLE;CAMINO GANAPANES;55;28035
ES20190102115407;ESCUADRON;3;13;1;S345;02/01/2019 11:50;AVENIDA;FUEROS;SN;28041
RE20190102122728;EL RECUERDO;3;8;1;S331;02/01/2019 12:26;CALLE;LLANO CASTELLANO;5;0
RE20190102122953;EL RECUERDO;3;5;1;S307;02/01/2019 12:27;ACCES;ESTADIO WANDA METROPOLITANO;0;
RE20190102123140;EL RECUERDO;3;7;1;S313;02/01/2019 12:30;CALLE;VIA POBLADOS;1;0
RE20190102123739;EL RECUERDO;3;6;1;S303;02/01/2019 12:36;CALLE;CAUNEDO;57;28037
PI20190102124906;PASEO IMPERIAL;3;7;1;S330;02/01/2019 12:40;CALLE;CEA BERMUDEZ;66;28003
RE20190102124624;EL RECUERDO;3;6;1;S304;02/01/2019 12:45;CALLE;CAUNEDO;57;28037
PI20190102125749;PASEO IMPERIAL;3;44;1;S335;02/01/2019 12:45;AVENIDA;AGUILAS;65;28044
PI20190102125917;PASEO IMPERIAL;3;44;1;S336;02/01/2019 12:50;CALLE;MARINA LAVANDEIRA;2;28025
ES20190102125516;ESCUADRON;3;44;1;S334;02/01/2019 12:54;CALLE;DOCTOR SANCHEZ;26;28018
RE20190102125836;EL RECUERDO;3;31;1;S301;02/01/2019 12:57;CALLE;TORRELAGUNA;123;28043
PI20190102131309;PASEO IMPERIAL;3;9;1;S322;02/01/2019 13:05;CALLE;VISITACION;;28026
PI20190102131455;PASEO IMPERIAL;3;6;1;S339;02/01/2019 13:13;CALLE;NUESTRA SEÑORA DE LA SOLEDAD;12;28044
ES20190102134309;ESCUADRON;3;44;1;S329;02/01/2019 13:41;CALLE;MARINA LAVANDEIRA;15;28025
M320190102135721;MEDIODIA 3;3;14;1;S338;02/01/2019 13:54;CALLE;LOS YEBENES;217;28047
RE20190102140023;EL RECUERDO;3;7;1;S307;02/01/2019 13:59;AVENIDA;PARTENON;10;28042
ES20190102140425;ESCUADRON;3;6;1;S335;02/01/2019 14:03;CALLE;COCHEROS;6;28026
CO20190102141051;COLON;3;9;1;S369;02/01/2019 14:09;CALLE;PEÑA DE LA ATALAYA ;0;28018
CO20190102141156;COLON;3;3;1;S347;02/01/2019 14:11;CALLE;BARBARA DE BRAGANZA;13;0
VC20190102141720;VICALVARO;1;20;1;S284;02/01/2019 14:13;CALLE;JESUS JIMENEZ;0;28018
PI20190102163136;PASEO IMPERIAL;3;9;2;S321;02/01/2019 16:30;AVENIDA;MANZANARES;222;28026
CO20190102165410;COLON;3;14;2;S356;02/01/2019 16:48;ACCESO;AEROPUERTO T1  SALIDAS;0;0
PI20190102165100;PASEO IMPERIAL;3;46;2;S323;02/01/2019 16:50;AVENIDA;MANZANARES;222;28026
PI20190102165258;PASEO IMPERIAL;3;9;2;S345;02/01/2019 16:52;AVENIDA;MANZANARES;222;28026
VC20190102172403;VICALVARO;3;14;2;S364;02/01/2019 17:21;CALLE;CORREGIDOR JOSE DE PASAMONTE;19;28030
VC20190102173004;VICALVARO;1;16;2;S284;02/01/2019 17:28;CALLE;ILLESCAS;SN;28047
PI20190102173945;PASEO IMPERIAL;3;8;2;S323;02/01/2019 17:39;AVENIDA;MANZANARES;182;28026
CO20190102174209;COLON;3;7;2;S365;02/01/2019 17:40;AVENIDA;JUAN DE HERRERA;2;28040
CO20190102174313;COLON;3;7;2;S366;02/01/2019 17:41;AVENIDA;JUAN DE HERRERA;2;28040
ES20190102175245;ESCUADRON;3;14;2;S328;02/01/2019 17:52;AVENIDA;ENTREVIAS;90;28053
VC20190102175731;VICALVARO;4;14;2;S310;02/01/2019 17:52;CALLE;FLORENCIO GARCIA;77;28027
RE20190102175525;EL RECUERDO;3;44;2;S308;02/01/2019 17:53;CALLE;VELAYOS;2;28035
PI20190102180552;PASEO IMPERIAL;3;7;2;S335;02/01/2019 18:05;CALLE;LA OCA;80;28025
CO20190102181827;COLON;3;6;2;S358;02/01/2019 18:16;CALLE;ALFONSO X;4;28010
RE20190102182455;EL RECUERDO;3;11;2;S315;02/01/2019 18:21;CALLE;ROSA MENENDEZ;17;28039
VC20190102184114;VICALVARO;3;14;2;S307;02/01/2019 18:37;CALLE;PLAYA DE LA CALETA;17;28042
PI20190102190123;PASEO IMPERIAL;3;7;2;S336;02/01/2019 19:00;CALLE;LA OCA;30;28025
VC20190102190605;VICALVARO;4;14;2;S367;02/01/2019 19:03;CALLE;ALBARRACIN;3;28037
VC20190102191258;VICALVARO;3;14;2;S329;02/01/2019 19:10;AVENIDA;MENDEZ ALVARO;SN;28045
RE20190102191837;EL RECUERDO;3;8;2;S312;02/01/2019 19:17;CALLE;MIOSOTIS;80;28039
ES20190102192656;ESCUADRON;3;14;2;S356;02/01/2019 19:24;CALLE;OCA;0;50
ES20190102193028;ESCUADRON;3;14;2;S365;02/01/2019 19:29;CALLE;ATOCHA;100;28012
ES20190102194227;ESCUADRON;3;14;2;S370;02/01/2019 19:30;PLAZA;ESPAÑA;;28000
ES20190102194408;ESCUADRON;3;14;2;S327;02/01/2019 19:42;AVENIDA;NUESTRA SEÑORA DE VALVANERA;114;28025
ES20190102194428;ESCUADRON;3;14;2;S340;02/01/2019 19:43;CALLE;FELIPE CASTRO;;28026
PI20190102195403;PASEO IMPERIAL;3;44;2;S345;02/01/2019 19:53;CALLE;VIRGEN DE BELEN;1;28019
CO20190102200037;COLON;3;14;2;S366;02/01/2019 19:59;CALLE;ALFONSO XII;52;0
VC20190102200335;VICALVARO;3;14;2;S310;02/01/2019 20:02;CALLE;VILLAGARCIA DE AROSA;20;28055
M320190102201910;MEDIODIA 3;4;14;2;S325;02/01/2019 20:17;CALLE;GRAN VIA DE VILLAVERDE;SN;28021
ES20190102202825;ESCUADRON;3;14;2;S300;02/01/2019 20:26;CALLE;DULCE CHACON;45;28050
RE20190102204321;EL RECUERDO;3;46;2;S307;02/01/2019 20:42;AVENIDA;DE LOS ARCES;0;28042
M320190102204540;MEDIODIA 3;3;14;2;S338;02/01/2019 20:44;CALLE;GRAN VIA DE VILLAVERDE;F32;28021
VC20190102205211;VICALVARO;3;20;2;S334;02/01/2019 20:49;AVENIDA;ARQUEROS;49;28024
ES20190102205635;ESCUADRON;3;14;2;S357;02/01/2019 20:53;CALLE;ILIADA;31;28022
PI20190102212255;PASEO IMPERIAL;3;44;2;S341;02/01/2019 21:21;CALLE;JABIRU;2;28025
ES20190102212510;ESCUADRON;1;8;2;S284;02/01/2019 21:24;CALLE;EMBAJADORES;130;28045
ES20190102212817;ESCUADRON;1;14;2;S284;02/01/2019 21:25;CALLE;LA BAÑEZA;30;28029
PI20190102213755;PASEO IMPERIAL;3;28;2;S328;02/01/2019 21:37;CALLE;JOSE TAMAYO;3;28051
RE20190102215026;EL RECUERDO;3;28;2;S312;02/01/2019 21:49;CALLE;GUISANDO;0;28035
ES20190102230357;ESCUADRON;1;16;3;S365;02/01/2019 23:00;AVENIDA;GRAN VIA DE HORTALEZA;0;28043
CO20190102231343;COLON;3;6;3;S368;02/01/2019 23:05;CAMINO;CRUZ;9;28023
CO20190102233357;COLON;3;44;3;S364;02/01/2019 23:25;AVENIDA;NAZARET;8;28009
ES20190103003315;ESCUADRON;3;13;3;S318;03/01/2019 0:30;CALLE;ELFO;65;28027
ES20190103004819;ESCUADRON;4;44;3;S358;03/01/2019 0:35;CALLE;FELIPE CASTRO;27;28026
CO20190103010204;COLON;3;44;3;S365;03/01/2019 0:55;CALLE;JUAN PEÑALVER;6;28021
VC20190103012100;VICALVARO;1;16;3;S370;03/01/2019 1:15;CALLE;DOCTOR ESQUERDO;0;28007
ES20190103042348;ESCUADRON;3;13;3;S368;03/01/2019 1:20;CALLE;ANTONIO LOPEZ;0;28041
CO20190103023941;COLON;3;6;3;S364;03/01/2019 2:30;CALLE;DOCTOR JIMENEZ DIAZ;1;28040
ES20190103032100;ESCUADRON;3;14;3;S318;03/01/2019 3:20;CALLE;ALBERTO AGUILERA;8;28015
CO20190103044851;COLON;3;42;3;S367;03/01/2019 4:45;CALLE;CAMARENA;71;28047
ES20190103053706;ESCUADRON;3;13;3;S318;03/01/2019 5:35;AVENIDA;ALBUFERA;0;28031
VC20190103074411;VICALVARO;3;20;1;S347;03/01/2019 7:43;CALLE;VIA LIMITE;75;2
CO20190103084829;COLON;4;7;1;S355;03/01/2019 8:47;CALLE;VIA LUSITANA;;0
CO20190103084941;COLON;3;7;1;S365;03/01/2019 8:48;CALLE;VIA LUSITANA;;0
CO20190103085102;COLON;3;7;1;S363;03/01/2019 8:49;CALLE;VIA LUSITANA;;0
PI20190103095522;PASEO IMPERIAL;3;7;1;S360;03/01/2019 9:00;CALLE;VIA LUSITANA;30;28025
CO20190103094423;COLON;4;7;1;S357;03/01/2019 9:43;CALLE;BARCO;;28004
CO20190103094550;COLON;3;7;1;S347;03/01/2019 9:45;CALLE;VILLABLANCA;;28032
ES20190103095942;ESCUADRON;3;14;1;S323;03/01/2019 9:53;CALLE;DOCTOR TOLOSA LATOUR;25;28026
CO20190103095439;COLON;3;3;1;S370;03/01/2019 9:53;CALLE;GUTIERREZ DE CETINA;;28027
CO20190103095605;COLON;3;3;1;S358;03/01/2019 9:55;CALLE;VALVERDE;;28001
CO20190103095828;COLON;3;3;1;S367;03/01/2019 9:56;CALLE;GUTIERREZ DE CETINA;;28027
RE20190103101027;EL RECUERDO;3;30;1;S306;03/01/2019 10:07;CALLE;CAROLI;10;0
RE20190103101123;EL RECUERDO;3;31;1;S310;03/01/2019 10:10;CALLE;TORRELAGUNA;123;28002
PI20190103102219;PASEO IMPERIAL;3;3;1;S328;03/01/2019 10:21;CALLE;MARQUES DE JURA REAL;14;28019
PI20190103102311;PASEO IMPERIAL;3;3;1;S329;03/01/2019 10:22;CALLE;MARQUES DE JURA REAL;14;28019
PI20190103102646;PASEO IMPERIAL;3;7;1;S345;03/01/2019 10:23;PASEO;GIGANTES Y CABEZUDOS;34;28041
CO20190103102801;COLON;3;31;1;S366;03/01/2019 10:26;CALLE;HERMANOS BECQUER;;28006
PI20190103102958;PASEO IMPERIAL;3;7;1;S344;03/01/2019 10:27;PASEO;GIGANTES Y CABEZUDOS;64;28041
CO20190103102940;COLON;3;3;1;S302;03/01/2019 10:28;CALLE;CAMPOMANES;;0
PI20190103103306;PASEO IMPERIAL;3;7;1;S321;03/01/2019 10:30;PASEO;GIGANTES Y CABEZUDOS;42;28041
PI20190103103915;PASEO IMPERIAL;3;7;1;S322;03/01/2019 10:33;CALLE;BURJASOT;22;28021
PI20190103104125;PASEO IMPERIAL;3;7;1;S338;03/01/2019 10:39;CALLE;SAN BERNARDO;122;28013
CO20190103103959;COLON;3;6;1;S363;03/01/2019 10:39;CALLE;EUGENIO SALAZAR;;
CO20190103104130;COLON;3;31;1;S355;03/01/2019 10:40;CALLE;ALFONSO XII;;0
PI20190103104241;PASEO IMPERIAL;3;46;1;S334;03/01/2019 10:41;AVENIDA;GREGORIO DEL AMO;2;28040
PI20190103105256;PASEO IMPERIAL;3;3;1;S321;03/01/2019 10:44;CALLE;CALATRAVA;1;28005
PI20190103105537;PASEO IMPERIAL;3;7;1;S339;03/01/2019 10:53;AVENIDA;ABRANTES;129;28026
PI20190103105741;PASEO IMPERIAL;3;7;1;S344;03/01/2019 10:56;AVENIDA;ABRANTES;0;28025
PI20190103105927;PASEO IMPERIAL;3;31;1;S336;03/01/2019 10:58;CALLE;PUERTO DE PIEDRAFITA;15;28053
RE20190103111145;EL RECUERDO;3;24;1;S312;03/01/2019 11:09;CALLE;GOMEZNARRO;157;28043
CO20190103111559;COLON;6;7;1;S284;03/01/2019 11:13;CALLE;GRAN VIA;;0
CO20190103111941;COLON;1;7;1;S284;03/01/2019 11:16;CALLE;GRAN VIA;;0
CO20190103112340;COLON;1;7;1;S284;03/01/2019 11:21;CALLE;GRAN VIA;;0
CO20190103112459;COLON;1;7;1;S284;03/01/2019 11:23;CALLE;GRAN VIA;;0
CO20190103112819;COLON;1;7;1;S284;03/01/2019 11:27;CALLE;GRAN VIA;;0
CO20190103113033;COLON;1;8;1;S284;03/01/2019 11:28;CALLE;ARLABAN;;28014
RE20190103113147;EL RECUERDO;3;8;1;S334;03/01/2019 11:31;AVENIDA;LLANO CASTELLANO;5;28034
ES20190103114824;ESCUADRON;3;14;1;S365;03/01/2019 11:44;CALLE;GENERAL LACY;30;28045
PI20190103120217;PASEO IMPERIAL;3;3;1;S322;03/01/2019 12:00;CALLE;RADIO;1;28019
RE20190103120512;EL RECUERDO;3;7;1;S313;03/01/2019 12:04;CALLE;ARTAJONA;47;28039
CO20190103121740;COLON;1;8;1;S363;03/01/2019 12:10;CALLE;FUENCARRAL;47;28000
CO20190103121454;COLON;1;8;1;S355;03/01/2019 12:13;CALLE;FUENCARRAL;47;28000
CO20190103123957;COLON;3;1;1;S370;03/01/2019 12:36;CALLE;CALIDON;;28043
VC20190103124614;VICALVARO;3;20;1;S358;03/01/2019 12:42;CALLE;CRISTO DEL CAMINO;0;
CO20190103125304;COLON;3;3;1;S366;03/01/2019 12:45;CALLE;FUENCARRAL;101;28000
RE20190103124635;EL RECUERDO;3;44;1;S312;03/01/2019 12:45;CALLE;LUIS PIERNAS;38;28017
ES20190103131716;ESCUADRON;3;14;1;S303;03/01/2019 13:15;CALLE;COSTA RICA;13;28016
PI20190103132202;PASEO IMPERIAL;3;3;1;S328;03/01/2019 13:20;CALLE;MARQUES DE MONISTROL;3;28011
PI20190103132847;PASEO IMPERIAL;3;46;1;S338;03/01/2019 13:27;CALLE;SENDA DEL REY;0;28040
PI20190103133050;PASEO IMPERIAL;3;44;1;S345;03/01/2019 13:29;CALLE;MANOLA Y ROSARIO;25;28021
ES20190103135040;ESCUADRON;4;7;1;S322;03/01/2019 13:45;CALLE;ANTONIO VICENT;1;28019
RE20190103135316;EL RECUERDO;3;3;1;S307;03/01/2019 13:52;AVENIDA;LOGROÑO;122;28042
CO20190103135521;COLON;4;14;1;S352;03/01/2019 13:53;CALLE;DOCTOR FOURQUET;19;0
CO20190103141859;COLON;3;14;1;S367;03/01/2019 14:05;CALLE;ALCALDE SAINZ DE BARANDA;SN;0
PI20190103141711;PASEO IMPERIAL;3;6;1;S323;03/01/2019 14:14;PASEO;ESPERANZA;39;28005
PI20190103145248;PASEO IMPERIAL;3;3;1;S339;03/01/2019 14:51;CALLE;INMACULADA CONCEPCIO;17;28019
VC20190103153307;VICALVARO;1;16;2;S365;03/01/2019 15:32;CALLE;MARIA TUBAU;22;28050
VC20190103155305;VICALVARO;3;20;2;S347;03/01/2019 15:51;AVENIDA;PLAZA DE TOROS;13;28025
PI20190103161005;PASEO IMPERIAL;3;46;2;S345;03/01/2019 16:07;CALLE;VIÑAS;1;0
ES20190103161645;ESCUADRON;3;14;2;S364;03/01/2019 16:14;CALLE;IMAGEN;5;28018
CO20190103161815;COLON;3;44;2;S363;03/01/2019 16:17;CALLE;DOCTOR PIGA;9;28012
PI20190103162159;PASEO IMPERIAL;3;8;2;S323;03/01/2019 16:21;AVENIDA;MANZANARES;204;28019
VC20190103163718;VICALVARO;3;20;2;S356;03/01/2019 16:35;CALLE;GLORIA FUERTES;SN;28049
RE20190103165903;EL RECUERDO;3;44;2;S308;03/01/2019 16:55;CALLE;MARIA DE PORTUGAL;9;28050
PI20190103170717;PASEO IMPERIAL;3;8;2;S323;03/01/2019 17:06;AVENIDA;MANZANARES;204;28019
M320190103170910;MEDIODIA 3;3;14;2;S336;03/01/2019 17:06;CALLE;LA VIOLETERA;9;28018
ES20190103173624;ESCUADRON;3;14;2;S315;03/01/2019 17:33;ZONA;AEROPUERTO BARAJAS T4 SALIDAS;0;0
CO20190103173532;COLON;3;44;2;S357;03/01/2019 17:34;CALLE;MANUEL BARTOLOME COSSIO;1;28040
M320190103174256;MEDIODIA 3;3;14;2;S330;03/01/2019 17:40;CALLE;CABO DE TARIFA;66;15
ES20190103174802;ESCUADRON;3;6;2;S339;03/01/2019 17:46;TRAVESIA;TRIFON PEDRERO;4;28019
PI20190103175419;PASEO IMPERIAL;3;7;2;S328;03/01/2019 17:53;CALLE;RAMON LUJAN;75;28026
PI20190103180001;PASEO IMPERIAL;3;8;2;S323;03/01/2019 17:57;CALLE;AVDA DE MANZANARES;178;28019
VC20190103175859;VICALVARO;3;14;2;S307;03/01/2019 17:58;CALLE;BAHIA DE LA CONCHA;SN;0
